"Город","Название города","Страна","Регион","Справка","Спорный"
"Спасск-Рязанский","Спасск-Рязанский","Россия","Рязанская область","https://ru.wikipedia.org/wiki/Спасск-Рязанский",
"Специя (город)","Специя","Италия",,"https://ru.wikipedia.org/wiki/Специя_(город)",
"Спирмен (Техас)","Спирмен","США",,"https://ru.wikipedia.org/wiki/Спирмен_(Техас)",
"Сребреница","Сребреница","Босния и Герцеговина",,"https://ru.wikipedia.org/wiki/Сребреница",
"Среднеколымск","Среднеколымск","Россия","Якутия","https://ru.wikipedia.org/wiki/Среднеколымск",
"Среднеуральск","Среднеуральск","Россия","Свердловская область","https://ru.wikipedia.org/wiki/Среднеуральск",
"Средняя Ахтуба","Средняя Ахтуба","Россия",,"https://ru.wikipedia.org/wiki/Средняя_Ахтуба",
"Сретенск","Сретенск","Россия","Забайкальский край","https://ru.wikipedia.org/wiki/Сретенск",
"Сростки","Сростки","Россия",,"https://ru.wikipedia.org/wiki/Сростки",
"Ставангер","Ставангер","Норвегия",,"https://ru.wikipedia.org/wiki/Ставангер",
"Ставрополь","Ставрополь","Россия","Ставропольский край","https://ru.wikipedia.org/wiki/Ставрополь",
"Стамбул","Стамбул","Турция",,"https://ru.wikipedia.org/wiki/Стамбул",
"Старая Купавна","Старая Купавна","Россия","Московская область","https://ru.wikipedia.org/wiki/Старая_Купавна",
"Старая Русса","Старая Русса","Россия","Новгородская область","https://ru.wikipedia.org/wiki/Старая_Русса",
"Старица","Старица","Россия","Тверская область","https://ru.wikipedia.org/wiki/Старица_(город)",
"Старобельск","Старобельск",,,"https://ru.wikipedia.org/wiki/Старобельск","Да"
"Стародуб","Стародуб","Россия","Брянская область","https://ru.wikipedia.org/wiki/Стародуб",
"Старые Дороги (город)","Старые Дороги","Белоруссия",,"https://ru.wikipedia.org/wiki/Старые_Дороги",
"Старый Крым","Старый Крым","Россия","Крым","https://ru.wikipedia.org/wiki/Старый_Крым",
"Старый Оскол","Старый Оскол","Россия","Белгородская область","https://ru.wikipedia.org/wiki/Старый_Оскол",
"Старый Угринов","Старый Угринов",,,"https://ru.wikipedia.org/wiki/Старый_Угринов","Да"
"Стаффельфельден","Стаффельфельден","Франция",,"https://ru.wikipedia.org/wiki/Стаффельфельден",
"Стаханов (город)","Стаханов",,,"https://ru.wikipedia.org/wiki/Стаханов_(город)",
"Степанакерт","Степанакерт","Нагорно-Карабахская Республика/Азербайджан",,"https://ru.wikipedia.org/wiki/Степанакерт","Да"
"Стерлибашево","Стерлибашево","Россия",,"https://ru.wikipedia.org/wiki/Стерлибашево",
"Стерлинг (город, Шотландия)","Стерлинг","Шотландия",,"https://ru.wikipedia.org/wiki/Стерлинг_(город,_Шотландия)",
"Стерлитамак","Стерлитамак","Россия","Башкортостан","https://ru.wikipedia.org/wiki/Стерлитамак",
"Стокгольм","Стокгольм","Швеция",,"https://ru.wikipedia.org/wiki/Стокгольм",
"Страсбург","Страсбург","Франция",,"https://ru.wikipedia.org/wiki/Страсбург",
"Стрежевой","Стрежевой","Россия","Томская область","https://ru.wikipedia.org/wiki/Стрежевой",
"Строитель","Строитель","Россия","Белгородская область","https://ru.wikipedia.org/wiki/Строитель_(город)",
"Струмица","Струмица","Северная Македония",,"https://ru.wikipedia.org/wiki/Струмица",
"Струнино","Струнино","Россия","Владимирская область","https://ru.wikipedia.org/wiki/Струнино",
"Ступино","Ступино","Россия","Московская область","https://ru.wikipedia.org/wiki/Ступино",
"Суворов","Суворов","Россия","Тульская область","https://ru.wikipedia.org/wiki/Суворов_(город)",
"Судак","Судак","Россия","Крым","https://ru.wikipedia.org/wiki/Судак_(город)",
"Суджа","Суджа","Россия","Курская область","https://ru.wikipedia.org/wiki/Суджа",
"Судогда","Судогда","Россия","Владимирская область","https://ru.wikipedia.org/wiki/Судогда",
"Суздаль","Суздаль","Россия","Владимирская область","https://ru.wikipedia.org/wiki/Суздаль",
"Суйфыньхэ","Суйфыньхэ","Китай",,"https://ru.wikipedia.org/wiki/Суйфыньхэ",
"Сук (Сокотра)","Сук","Йемен",,"https://ru.wikipedia.org/wiki/Сук_(Сокотра)",
"Сукре (город)","Сукре","Боливия",,"https://ru.wikipedia.org/wiki/Сукре_(город)",
"Суксун","Суксун","Россия",,"https://ru.wikipedia.org/wiki/Суксун",
"Сумы","Сумы",,,"https://ru.wikipedia.org/wiki/Сумы","Да"
"Сунжа","Сунжа","Россия","Ингушетия","https://ru.wikipedia.org/wiki/Сунжа_(город)",
"Суоярви","Суоярви","Россия","Карелия","https://ru.wikipedia.org/wiki/Суоярви",
"Сурабая","Сурабая","Индонезия",,"https://ru.wikipedia.org/wiki/Сурабая",
"Сураж","Сураж","Россия","Брянская область","https://ru.wikipedia.org/wiki/Сураж",
"Сургут","Сургут","Россия","Ханты-Мансийский АО","https://ru.wikipedia.org/wiki/Сургут",
"Суровикино","Суровикино","Россия","Волгоградская область","https://ru.wikipedia.org/wiki/Суровикино",
"Сурск","Сурск","Россия","Пензенская область","https://ru.wikipedia.org/wiki/Сурск",
"Сусуман","Сусуман","Россия","Магаданская область","https://ru.wikipedia.org/wiki/Сусуман",
"Сухиничи","Сухиничи","Россия","Калужская область","https://ru.wikipedia.org/wiki/Сухиничи",
"Суходольск","Суходольск",,,"https://ru.wikipedia.org/wiki/Суходольск","Да"
"Сухой Лог","Сухой Лог","Россия","Свердловская область","https://ru.wikipedia.org/wiki/Сухой_Лог_(Свердловская_область)",
"Сухринское","Сухринское","Россия",,"https://ru.wikipedia.org/wiki/Сухринское",
"Сухум","Сухум","Абхазия",,"https://ru.wikipedia.org/wiki/Сухум",
"Сучжоу (Цзянсу)","Сучжоу","Китай",,"https://ru.wikipedia.org/wiki/Сучжоу",
"Суэц","Суэц","Египет",,"https://ru.wikipedia.org/wiki/Суэц",
"Счастье (город)","Счастье",,,"https://ru.wikipedia.org/wiki/Счастье_(город)","Да"
"Сызрань","Сызрань","Россия","Самарская область","https://ru.wikipedia.org/wiki/Сызрань",
"Сыктывкар","Сыктывкар","Россия","Коми","https://ru.wikipedia.org/wiki/Сыктывкар",
"Сысерть","Сысерть","Россия","Свердловская область","https://ru.wikipedia.org/wiki/Сысерть_(город)",
"Сычёвка","Сычёвка","Россия","Смоленская область","https://ru.wikipedia.org/wiki/Сычёвка",
"Сьон (город)","Сьон","Швейцария",,"https://ru.wikipedia.org/wiki/Сьон",
"Сьюдад-Хуарес","Сьюдад-Хуарес","Мексика",,"https://ru.wikipedia.org/wiki/Сьюдад-Хуарес",
"Сямынь","Сямынь","Китай",,"https://ru.wikipedia.org/wiki/Сямынь",
"Сясьстрой","Сясьстрой","Россия","Ленинградская область","https://ru.wikipedia.org/wiki/Сясьстрой",
"Та-Кали","Та-Кали","Мальта",,"https://ru.wikipedia.org/wiki/Та-Кали",
"Тавда","Тавда","Россия","Свердловская область","https://ru.wikipedia.org/wiki/Тавда_(город)",
"Таганрог","Таганрог","Россия","Ростовская область","https://ru.wikipedia.org/wiki/Таганрог",
"Таиз","Таиз","Йемен",,"https://ru.wikipedia.org/wiki/Таиз",
"Тайбэй","Тайбэй","Китай",,"https://ru.wikipedia.org/wiki/Тайбэй",
"Тайга","Тайга","Россия","Кемеровская область","https://ru.wikipedia.org/wiki/Тайга_(город)",
"Тайчжун","Тайчжун","Китай",,"https://ru.wikipedia.org/wiki/Тайчжун",
"Тайшет","Тайшет","Россия","Иркутская область","https://ru.wikipedia.org/wiki/Тайшет",
"Тайынша","Тайынша","Казахстан",,"https://ru.wikipedia.org/wiki/Тайынша",
"Талдом","Талдом","Россия","Московская область","https://ru.wikipedia.org/wiki/Талдом",
"Талица","Талица","Россия","Свердловская область","https://ru.wikipedia.org/wiki/Талица_(город)",
"Таллин","Таллин","Эстония",,"https://ru.wikipedia.org/wiki/Таллин",
"Талыш (Нагорный Карабах)","Талыш","Азербайджан",,"https://ru.wikipedia.org/wiki/Талыш_(Тертерский_район)",
"Таманрассет","Таманрассет","Алжир",,"https://ru.wikipedia.org/wiki/Таманрассет_(город)",
"Тамбов","Тамбов","Россия","Тамбовская область","https://ru.wikipedia.org/wiki/Тамбов",
"Тампа (город, Флорида)","Тампа","США",,"https://ru.wikipedia.org/wiki/Тампа",
"Тампере","Тампере","Финляндия",,"https://ru.wikipedia.org/wiki/Тампере",
"Таншань","Таншань","Китай",,"https://ru.wikipedia.org/wiki/Таншань",
"Тара","Тара","Россия","Омская область","https://ru.wikipedia.org/wiki/Тара_(город)",
"Тараз (город)","Тараз","Казахстан",,"https://ru.wikipedia.org/wiki/Тараз",
"Тарапото","Тарапото","Перу",,"https://ru.wikipedia.org/wiki/Тарапото",
"Тардьента","Тардьента","Испания",,"https://ru.wikipedia.org/wiki/Тардьента",
"Тарко-Сале","Тарко-Сале","Россия","Ямало-Ненецкий АО","https://ru.wikipedia.org/wiki/Тарко-Сале",
"Таррагона","Таррагона","Испания",,"https://ru.wikipedia.org/wiki/Таррагона",
"Тарту","Тарту","Эстония",,"https://ru.wikipedia.org/wiki/Тарту",
"Таруса","Таруса","Россия","Калужская область","https://ru.wikipedia.org/wiki/Таруса_(город)",
"Татарск","Татарск","Россия","Новосибирская область","https://ru.wikipedia.org/wiki/Татарск",
"Таузанд-Окс","Таузанд-Окс","США",,"https://ru.wikipedia.org/wiki/Таузанд-Окс",
"Ташкент","Ташкент","Узбекистан",,"https://ru.wikipedia.org/wiki/Ташкент",
"Таштагол","Таштагол","Россия","Кемеровская область","https://ru.wikipedia.org/wiki/Таштагол",
"Тбилиси","Тбилиси","Грузия",,"https://ru.wikipedia.org/wiki/Тбилиси",
"Тверь","Тверь","Россия","Тверская область","https://ru.wikipedia.org/wiki/Тверь",
"Теберда","Теберда","Россия","Карачаево-Черкесия","https://ru.wikipedia.org/wiki/Теберда",
"Тебриз","Тебриз","Иран",,"https://ru.wikipedia.org/wiki/Тебриз",
"Тегеран","Тегеран","Иран",,"https://ru.wikipedia.org/wiki/Тегеран",
"Тегусигальпа","Тегусигальпа","Гондурас",,"https://ru.wikipedia.org/wiki/Тегусигальпа",
"Тейково","Тейково","Россия","Ивановская область","https://ru.wikipedia.org/wiki/Тейково",
"Тель-Авив","Тель-Авив","Израиль",,"https://ru.wikipedia.org/wiki/Тель-Авив",
"Темников","Темников","Россия","Мордовия","https://ru.wikipedia.org/wiki/Темников",
"Темрюк","Темрюк","Россия","Краснодарский край","https://ru.wikipedia.org/wiki/Темрюк",
"Терек","Терек","Россия","Кабардино-Балкария","https://ru.wikipedia.org/wiki/Терек_(город)",
"Терни (город)","Терни","Италия",,"https://ru.wikipedia.org/wiki/Терни",
"Тернополь","Тернополь",,,"https://ru.wikipedia.org/wiki/Тернополь","Да"
"Терранова-дей-Пассерини","Терранова-дей-Пассерини","Италия",,"https://ru.wikipedia.org/wiki/Терранова-деи-Пассерини",
"Теруэль","Теруэль","Испания",,"https://ru.wikipedia.org/wiki/Теруэль",
"Тетюши","Тетюши","Россия","Татарстан","https://ru.wikipedia.org/wiki/Тетюши",
"Тёфу (город)","Тёфу","Япония",,"https://ru.wikipedia.org/wiki/Тёфу",
"Тигре (Аргентина)","Тигре","Аргентина",,"https://en.wikipedia.org/wiki/Tigre,_Buenos_Aires",
"Тилбург","Тилбург","Нидерланды",,"https://ru.wikipedia.org/wiki/Тилбург",
"Тимашёвск","Тимашёвск","Россия","Краснодарский край","https://ru.wikipedia.org/wiki/Тимашёвск",
"Тимбукту","Тимбукту","Мали",,"https://ru.wikipedia.org/wiki/Томбукту",
"Тиндуф","Тиндуф","Алжир",,"https://ru.wikipedia.org/wiki/Тиндуф",
"Тирана","Тирана","Албания",,"https://ru.wikipedia.org/wiki/Тирана",
"Тирасполь","Тирасполь","Приднестровская Молдавская Республика",,"https://ru.wikipedia.org/wiki/Тирасполь",
"Тифарити","Тифарити","Марокко",,"https://ru.wikipedia.org/wiki/Тифарити",
"Тихвин","Тихвин","Россия","Ленинградская область","https://ru.wikipedia.org/wiki/Тихвин",
"Тихорецк","Тихорецк","Россия","Краснодарский край","https://ru.wikipedia.org/wiki/Тихорецк",
"Тихуана (город)","Тихуана","Мексика",,"https://ru.wikipedia.org/wiki/Тихуана",
"Тмутаракань","Тмутаракань","Россия",,"https://ru.wikipedia.org/wiki/Тмутаракань",
"Тобольск","Тобольск","Россия","Тюменская область","https://ru.wikipedia.org/wiki/Тобольск",
"Тогучин","Тогучин","Россия","Новосибирская область","https://ru.wikipedia.org/wiki/Тогучин",
"Токжайлау","Токжайлау","Казахстан",,"https://ru.wikipedia.org/wiki/Токжайлау",
"Токио","Токио","Япония",,"https://ru.wikipedia.org/wiki/Токио",
"Толе Би (Жамбылская область)","Толе Би","Казахстан",,"https://ru.wikipedia.org/wiki/Толе_Би_(Жамбылская_область)",
"Толедо","Толедо","Испания",,"https://ru.wikipedia.org/wiki/Толедо",
"Тольятти","Тольятти","Россия","Самарская область","https://ru.wikipedia.org/wiki/Тольятти",
"Томари","Томари","Россия","Сахалинская область","https://ru.wikipedia.org/wiki/Томари_(Россия)",
"Томашув-Мазовецки","Томашув-Мазовецки","Польша",,"https://ru.wikipedia.org/wiki/Томашув-Мазовецки",
"Томмот","Томмот","Россия","Якутия","https://ru.wikipedia.org/wiki/Томмот",
"Томск","Томск","Россия","Томская область","https://ru.wikipedia.org/wiki/Томск",
"Тонопа (Невада)","Тонопа","США",,"https://en.wikipedia.org/wiki/Tonopah,_Nevada",
"Топки","Топки","Россия","Кемеровская область","https://ru.wikipedia.org/wiki/Топки_(Кемеровская_область)",
"Торез (город)","Торез",,,"https://ru.wikipedia.org/wiki/Торез_(город)","Да"
"Торецк","Торецк",,,"https://ru.wikipedia.org/wiki/Торецк","Да"
"Торжок","Торжок","Россия","Тверская область","https://ru.wikipedia.org/wiki/Торжок",
"Торонто","Торонто","Канада",,"https://ru.wikipedia.org/wiki/Торонто",
"Торопец","Торопец","Россия","Тверская область","https://ru.wikipedia.org/wiki/Торопец",
"Тосно","Тосно","Россия","Ленинградская область","https://ru.wikipedia.org/wiki/Тосно",
"Тотьма","Тотьма","Россия","Вологодская область","https://ru.wikipedia.org/wiki/Тотьма",
"Трабзон","Трабзон","Турция",,"https://ru.wikipedia.org/wiki/Трабзон",
"Тревизо","Тревизо","Италия",,"https://ru.wikipedia.org/wiki/Тревизо",
"Тренчьянске-Теплице","Тренчьянске-Теплице","Словакия",,"https://ru.wikipedia.org/wiki/Тренчьянске-Теплице",
"Трёхгорный","Трёхгорный","Россия","Челябинская область","https://ru.wikipedia.org/wiki/Трёхгорный",
"Триполи","Триполи","Ливия",,"https://ru.wikipedia.org/wiki/Триполи",
"Трир (город)","Трир","Германия",,"https://ru.wikipedia.org/wiki/Трир",
"Трнава","Трнава","Словакия",,"https://ru.wikipedia.org/wiki/Трнава",
"Троицк (Москва)","Троицк","Россия",,"https://ru.wikipedia.org/wiki/Троицк_(Москва)",
"Тромсё","Тромсё","Норвегия",,"https://ru.wikipedia.org/wiki/Тромсё",
"Тронхейм","Тронхейм","Норвегия",,"https://ru.wikipedia.org/wiki/Тронхейм",
"Тростянец (город)","Тростянец",,,"https://ru.wikipedia.org/wiki/Тростянец_(город)","Да"
"Трубчевск","Трубчевск","Россия","Брянская область","https://ru.wikipedia.org/wiki/Трубчевск",
"Труро (Корнуолл)","Труро","Великобритания",,"https://ru.wikipedia.org/wiki/Труро",
"Трускавец","Трускавец",,,"https://ru.wikipedia.org/wiki/Трускавец","Да"
"Тршинец","Тршинец","Чехия",,"https://ru.wikipedia.org/wiki/Тршинец",
"Туапсе","Туапсе","Россия","Краснодарский край","https://ru.wikipedia.org/wiki/Туапсе",
"Тувумба","Тувумба","Австралия",,"https://ru.wikipedia.org/wiki/Тувумба",
"Туганы","Туганы","Россия",,"https://ru.wikipedia.org/wiki/Туганы",
"Туймазы","Туймазы","Россия","Башкортостан","https://ru.wikipedia.org/wiki/Туймазы",
"Тула","Тула","Россия","Тульская область","https://ru.wikipedia.org/wiki/Тула",
"Тулон","Тулон","Франция",,"https://ru.wikipedia.org/wiki/Тулон",
"Тулуза","Тулуза","Франция",,"https://ru.wikipedia.org/wiki/Тулуза",
"Тулун","Тулун","Россия","Иркутская область","https://ru.wikipedia.org/wiki/Тулун",
"Тулча","Тулча","Румыния",,"https://ru.wikipedia.org/wiki/Тулча",
"Тун","Тун","Швейцария",,"https://ru.wikipedia.org/wiki/Тун",
"Тунис (город)","Тунис","Тунис",,"https://ru.wikipedia.org/wiki/Тунис_(город)",
"Тур (город)","Тур","Франция",,"https://ru.wikipedia.org/wiki/Тур_(город)",
"Туран","Туран","Россия","Тыва","https://ru.wikipedia.org/wiki/Туран_(город)",
"Турин","Турин","Италия",,"https://ru.wikipedia.org/wiki/Турин",
"Туринск","Туринск","Россия","Свердловская область","https://ru.wikipedia.org/wiki/Туринск",
"Туркестан (город)","Туркестан","Казахстан",,"https://ru.wikipedia.org/wiki/Туркестан_(город)",
"Турку","Турку","Финляндия",,"https://ru.wikipedia.org/wiki/Турку",
"Туруханск","Туруханск","Россия",,"https://ru.wikipedia.org/wiki/Туруханск",
"Тутаев","Тутаев","Россия","Ярославская область","https://ru.wikipedia.org/wiki/Тутаев",
"Тында","Тында","Россия","Амурская область","https://ru.wikipedia.org/wiki/Тында",
"Тырныауз","Тырныауз","Россия","Кабардино-Балкария","https://ru.wikipedia.org/wiki/Тырныауз",
"Тэгу","Тэгу","Республика Корея",,"https://ru.wikipedia.org/wiki/Тэгу",
"Тэджон","Тэджон","Республика Корея",,"https://ru.wikipedia.org/wiki/Тэджон",
"Тюкалинск","Тюкалинск","Россия","Омская область","https://ru.wikipedia.org/wiki/Тюкалинск",
"Тюмень","Тюмень","Россия","Тюменская область","https://ru.wikipedia.org/wiki/Тюмень",
"Тяньцзинь","Тяньцзинь","Китай",,"https://ru.wikipedia.org/wiki/Тяньцзинь",
"Уагадугу","Уагадугу","Буркина-Фасо",,"https://ru.wikipedia.org/wiki/Уагадугу",
"Уварово","Уварово","Россия","Тамбовская область","https://ru.wikipedia.org/wiki/Уварово_(Тамбовская_область)",
"Углегорск","Углегорск","Россия","Сахалинская область","https://ru.wikipedia.org/wiki/Углегорск_(Сахалинская_область)",
"Угледар","Угледар",,,"https://ru.wikipedia.org/wiki/Угледар","Да"
"Углич","Углич","Россия","Ярославская область","https://ru.wikipedia.org/wiki/Углич",
"Удачный","Удачный","Россия","Якутия","https://ru.wikipedia.org/wiki/Удачный",
"Удине","Удине","Италия",,"https://ru.wikipedia.org/wiki/Удине",
"Удомля","Удомля","Россия","Тверская область","https://ru.wikipedia.org/wiki/Удомля",
"Ужгород","Ужгород",,,"https://ru.wikipedia.org/wiki/Ужгород","Да"
"Ужур","Ужур","Россия","Красноярский край","https://ru.wikipedia.org/wiki/Ужур",
"Узей-Тукля","Узей-Тукля","Россия",,"https://ru.wikipedia.org/wiki/Узей-Тукля",
"Узловая","Узловая","Россия","Тульская область","https://ru.wikipedia.org/wiki/Узловая",
"Уилмингтон (Делавэр)","Уилмингтон","США",,"https://ru.wikipedia.org/wiki/Уилмингтон_(Делавэр)",
"Украинка (город)","Украинка",,,"https://ru.wikipedia.org/wiki/Украинка_(город)","Да"
"Улан-Батор","Улан-Батор","Монголия",,"https://ru.wikipedia.org/wiki/Улан-Батор",
"Улан-Удэ","Улан-Удэ","Россия","Бурятия","https://ru.wikipedia.org/wiki/Улан-Удэ",
"Ульяновск","Ульяновск","Россия","Ульяновская область","https://ru.wikipedia.org/wiki/Ульяновск",
"Умаг","Умаг","Хорватия",,"https://ru.wikipedia.org/wiki/Умаг",
"Умань","Умань",,,"https://ru.wikipedia.org/wiki/Умань","Да"
"Умео","Умео","Швеция",,"https://ru.wikipedia.org/wiki/Умео",
"Умм-эль-Баваки","Умм-эль-Баваки","Алжир",,"https://ru.wikipedia.org/wiki/Умм-эль-Буаги",
"Унеча","Унеча","Россия","Брянская область","https://ru.wikipedia.org/wiki/Унеча",
"Уолтем (Массачусетс)","Уолтем","США",,"https://ru.wikipedia.org/wiki/Уолтем_(Массачусетс)",
"Уорик (Квинсленд)","Уорик","Австралия",,"https://ru.wikipedia.org/wiki/Уорик_(Квинсленд)",
"Уотертаун (Массачусетс)","Уотертаун","США",,"https://ru.wikipedia.org/wiki/Уотертаун_(Массачусетс)",
"Уотфорд","Уотфорд","Великобритания",,"https://ru.wikipedia.org/wiki/Уотфорд",
"Урай","Урай","Россия","Ханты-Мансийский АО","https://ru.wikipedia.org/wiki/Урай",
"Уральск","Уральск","Казахстан",,"https://ru.wikipedia.org/wiki/Уральск",
"Урбино (город)","Урбино","Италия",,"https://ru.wikipedia.org/wiki/Урбино",
"Урдиайн","Урдиайн","Испания",,"https://ru.wikipedia.org/wiki/Урдиайн",
"Урень","Урень","Россия","Нижегородская область","https://ru.wikipedia.org/wiki/Урень",
"Уржум","Уржум","Россия","Кировская область","https://ru.wikipedia.org/wiki/Уржум",
"Урумчи","Урумчи","Китай",,"https://ru.wikipedia.org/wiki/Урумчи",
"Урус-Мартан","Урус-Мартан","Россия","Чечня","https://ru.wikipedia.org/wiki/Урус-Мартан",
"Урюпинск","Урюпинск","Россия","Волгоградская область","https://ru.wikipedia.org/wiki/Урюпинск",
"Усинск","Усинск","Россия","Коми","https://ru.wikipedia.org/wiki/Усинск",
"Усмань","Усмань","Россия","Липецкая область","https://ru.wikipedia.org/wiki/Усмань",
"Усолье","Усолье","Россия","Пермский край","https://ru.wikipedia.org/wiki/Усолье",
"Усолье-Сибирское","Усолье-Сибирское","Россия","Иркутская область","https://ru.wikipedia.org/wiki/Усолье-Сибирское",
"Уссурийск","Уссурийск","Россия","Приморский край","https://ru.wikipedia.org/wiki/Уссурийск",
"Устилуг","Устилуг",,,"https://ru.wikipedia.org/wiki/Устилуг","Да"
"Усть-Джегута","Усть-Джегута","Россия","Карачаево-Черкесия","https://ru.wikipedia.org/wiki/Усть-Джегута",
"Усть-Илимск","Усть-Илимск","Россия","Иркутская область","https://ru.wikipedia.org/wiki/Усть-Илимск",
"Усть-Каменогорск","Усть-Каменогорск","Казахстан",,"https://ru.wikipedia.org/wiki/Усть-Каменогорск",
"Усть-Катав","Усть-Катав","Россия","Челябинская область","https://ru.wikipedia.org/wiki/Усть-Катав",
"Усть-Кишерть (Пермский край)","Усть-Кишерть","Россия",,"https://ru.wikipedia.org/wiki/Усть-Кишерть_(Пермский_край)",
"Усть-Кут","Усть-Кут","Россия","Иркутская область","https://ru.wikipedia.org/wiki/Усть-Кут",
"Усть-Лабинск","Усть-Лабинск","Россия","Краснодарский край","https://ru.wikipedia.org/wiki/Усть-Лабинск",
"Устюжна","Устюжна","Россия","Вологодская область","https://ru.wikipedia.org/wiki/Устюжна",
"Уфа","Уфа","Россия","Башкортостан","https://ru.wikipedia.org/wiki/Уфа",
"Ухань","Ухань","Китай",,"https://ru.wikipedia.org/wiki/Ухань",
"Ухта","Ухта","Россия","Коми","https://ru.wikipedia.org/wiki/Ухта",
"Учалы","Учалы","Россия","Башкортостан","https://ru.wikipedia.org/wiki/Учалы",
"Уэст-Палм-Бич","Уэст-Палм-Бич","США",,"https://ru.wikipedia.org/wiki/Уэст-Палм-Бич",
"Уяр","Уяр","Россия","Красноярский край","https://ru.wikipedia.org/wiki/Уяр",
"Фалун","Фалун","Швеция",,"https://ru.wikipedia.org/wiki/Фалун",
"Фаниполь","Фаниполь","Белоруссия",,"https://ru.wikipedia.org/wiki/Фаниполь",
"Фарах (Афганистан)","Фарах","Афганистан",,"https://ru.wikipedia.org/wiki/Фарах_(Афганистан)",
"Фарнборо (Хэмпшир)","Фарнборо","Великобритания",,"https://ru.wikipedia.org/wiki/Фарнборо_(Хэмпшир)",
"Фатеж","Фатеж","Россия","Курская область","https://ru.wikipedia.org/wiki/Фатеж",
"Фейсалабад","Фейсалабад","Пакистан",,"https://ru.wikipedia.org/wiki/Фейсалабад",
"Феодосия","Феодосия","Россия","Крым","https://ru.wikipedia.org/wiki/Феодосия",
"Фергюсон (Миссури)","Фергюсон","США",,"https://ru.wikipedia.org/wiki/Фергусон_(Миссури)",
"Ферентино","Ферентино","Италия",,"https://ru.wikipedia.org/wiki/Ферентино",
"Ферне-Вольтер (город)","Ферне-Вольтер","Франция",,"https://ru.wikipedia.org/wiki/Ферне-Вольтер",
"Фернес-Крик","Фернес-Крик","США",,"https://ru.wikipedia.org/wiki/Фернес-Крик",
"Фигейра-да-Фош","Фигейра-да-Фош","Португалия",,"https://ru.wikipedia.org/wiki/Фигейра-да-Фош",
"Фиери","Фиери","Албания",,"https://ru.wikipedia.org/wiki/Фиери",
"Филадельфия","Филадельфия","США",,"https://ru.wikipedia.org/wiki/Филадельфия",
"Финикс","Финикс","США",,"https://ru.wikipedia.org/wiki/Финикс",
"Флоренция","Флоренция","Италия",,"https://ru.wikipedia.org/wiki/Флоренция",
"Фоджа","Фоджа","Италия",,"https://ru.wikipedia.org/wiki/Фоджа",
"Фокино","Фокино","Россия","Приморский край","https://ru.wikipedia.org/wiki/Фокино_(Приморский_край)",
"Фомбьо","Фомбьо","Италия",,"https://ru.wikipedia.org/wiki/Фомбьо",
"Фонтенбло (город)","Фонтенбло","Франция",,"https://ru.wikipedia.org/wiki/Фонтенбло",
"Форос","Форос","Россия/ Украина",,"https://ru.wikipedia.org/wiki/Форос",
"Форт-Лодердейл","Форт-Лодердейл","США",,"https://ru.wikipedia.org/wiki/Форт-Лодердейл",
"Форт-Уэрт","Форт-Уэрт","США",,"https://ru.wikipedia.org/wiki/Форт-Уэрт",
"Форталеза","Форталеза","Бразилия",,"https://ru.wikipedia.org/wiki/Форталеза",
"Фошань","Фошань","Китай",,"https://ru.wikipedia.org/wiki/Фошань",
"Фрайберг (город)","Фрайберг","Германия",,"https://ru.wikipedia.org/wiki/Фрайберг",
"Франкфурт-на-Майне","Франкфурт-на-Майне","Германия",,"https://ru.wikipedia.org/wiki/Франкфурт-на-Майне",
"Фресно","Фресно","США",,"https://ru.wikipedia.org/wiki/Фресно",
"Фрибур","Фрибур","Швейцария",,"https://ru.wikipedia.org/wiki/Фрибур",
"Фрозиноне","Фрозиноне","Италия",,"https://ru.wikipedia.org/wiki/Фрозиноне",
"Фролово","Фролово","Россия","Волгоградская область","https://ru.wikipedia.org/wiki/Фролово",
"Фрязино","Фрязино","Россия","Московская область","https://ru.wikipedia.org/wiki/Фрязино",
"Фукуока","Фукуока","Япония",,"https://ru.wikipedia.org/wiki/Фукуока",
"Фурманов","Фурманов","Россия","Ивановская область","https://ru.wikipedia.org/wiki/Фурманов_(город)",
"Фучжоу","Фучжоу","Китай",,"https://ru.wikipedia.org/wiki/Фучжоу",
"Фушунь","Фушунь","Китай",,"https://ru.wikipedia.org/wiki/Фушунь",
"Фьюмичино","Фьюмичино","Италия",,"https://ru.wikipedia.org/wiki/Фьюмичино",
"Хабаровск","Хабаровск","Россия","Хабаровский край","https://ru.wikipedia.org/wiki/Хабаровск",
"Хадыженск","Хадыженск","Россия","Краснодарский край","https://ru.wikipedia.org/wiki/Хадыженск",
"Хайдарабад (город, Индия)","Хайдарабад","Индия",,"https://ru.wikipedia.org/wiki/Хайдарабад_(город,_Индия)",
"Хайфа","Хайфа","Израиль",,"https://ru.wikipedia.org/wiki/Хайфа",
"Хакодате","Хакодате","Япония",,"https://ru.wikipedia.org/wiki/Хакодате",
"Хама","Хама","Сирия",,"https://ru.wikipedia.org/wiki/Хама",
"Хаммерфест","Хаммерфест","Норвегия",,"https://ru.wikipedia.org/wiki/Хаммерфест",
"Хамптон (Виргиния)","Хамптон","США",,"https://ru.wikipedia.org/wiki/Хамптон_(Виргиния)",
"Хан-Шейхун","Хан-Шейхун","Сирия",,"https://ru.wikipedia.org/wiki/Хан-Шейхун",
"Ханой","Ханой","Вьетнам",,"https://ru.wikipedia.org/wiki/Ханой",
